fullName,teamMarket,playerId,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,conf
Kendal Cheesman,Belmont,1686011,74.0,25.69,39,85.36,108.94,5.37,3.2,2.17,5.89,4.61,1.28,22,33,0.56,0.85,MVC
Sarah Linthacum,Missouri St.,1687412,75.0,24.94,34,90.05,103.33,3.62,2.2,1.42,3.08,1.71,1.38,24,7,0.71,0.21,MVC
Arin Freeman,UIC,1687764,67.0,21.98,31,97.97,88.16,1.02,0.46,0.57,-0.47,-0.75,0.27,25,5,0.81,0.16,MVC
Ava Learn,Murray St.,1688251,73.0,27.5,33,90.22,118.75,5.14,3.64,1.5,3.38,3.77,-0.38,34,28,1.03,0.85,MVC
Lacy Stokes,Missouri St.,1688568,64.0,34.84,35,87.13,117.41,7.09,4.68,2.41,6.45,3.68,2.77,90,5,2.57,0.14,MVC
Krystyna Ellew,UIC,1688530,70.0,22.86,32,102.15,106.02,1.93,1.64,0.29,3.09,2.86,0.23,11,0,0.34,0.0,MVC
Carmyn Harrison,Belmont,1688581,74.0,15.96,39,85.71,92.72,2.07,0.75,1.32,-0.68,-2.06,1.37,31,26,0.79,0.67,MVC
Katie Dinnebier,Drake,1689421,68.0,35.26,34,94.65,125.97,9.55,8.13,1.42,5.63,6.06,-0.44,85,9,2.5,0.26,MVC
Ashley Iiams,Drake,1689422,73.0,6.59,20,104.93,96.13,0.16,0.14,0.01,-3.53,-0.32,-3.21,2,0,0.1,0.0,MVC
Anna Miller,Drake,1689423,75.0,26.52,34,89.64,101.13,4.13,2.58,1.55,6.51,3.79,2.72,29,71,0.85,2.09,MVC
Lauren Cohen,Illinois St.,1691956,68.0,7.74,27,103.69,,,,0.05,0.03,0.97,-0.94,5,1,0.19,0.04,MVC
Jalysa Stokes,UIC,1694328,65.0,9.49,12,103.27,99.69,0.26,0.23,0.03,-1.94,-0.8,-1.14,0,1,0.0,0.08,MVC
Trinity White,Murray St.,1695956,69.0,22.52,33,96.84,102.63,1.56,0.85,0.71,2.59,2.97,-0.37,29,6,0.88,0.18,MVC
Kaylen Nelson,Bradley,1698360,70.0,28.22,32,93.9,85.42,1.42,0.28,1.14,-0.4,-0.65,0.25,27,2,0.84,0.06,MVC
Caroline Waite,Illinois St.,1699993,64.0,7.0,21,108.53,105.94,0.31,0.35,-0.04,-0.55,0.08,-0.62,0,0,0.0,0.0,MVC
Ky Dempsey-Toney,UIC,1705153,74.0,18.47,32,92.46,109.14,2.66,1.83,0.83,0.66,0.68,-0.01,18,20,0.56,0.62,MVC
Addison Martin,Illinois St.,1709307,72.0,30.96,36,100.87,118.79,4.41,3.82,0.59,3.05,3.21,-0.16,27,9,0.75,0.25,MVC
Se'Quoia Allmond,Southern Ill.,1717809,65.0,22.06,10,110.2,96.14,0.23,0.33,-0.1,-0.4,-0.12,-0.28,10,0,1.0,0.0,MVC
Tyranny Brown,Southern Ill.,1726651,68.0,20.09,29,114.38,83.67,-0.46,0.07,-0.52,-7.02,-3.8,-3.23,14,4,0.48,0.14,MVC
Katy Wade,Bradley,1764728,66.0,4.74,21,90.4,59.91,-0.11,-0.27,0.16,-0.7,-1.02,0.32,5,1,0.24,0.05,MVC
Ryley Goebel,UNI,1889975,71.0,26.31,33,89.2,106.11,3.76,2.24,1.52,2.77,2.56,0.21,67,76,2.03,2.3,MVC
Taryn Wharton,UNI,1889976,65.0,20.29,33,100.32,96.17,1.39,1.0,0.39,1.35,1.4,-0.06,26,2,0.79,0.06,MVC
Bella Finnegan,Indiana St.,1890604,72.0,30.71,24,106.96,91.98,0.73,0.81,-0.09,-5.22,0.43,-5.66,27,12,1.12,0.5,MVC
Lily Niebuhr,Indiana St.,1890605,75.0,4.77,3,111.71,55.57,-0.05,-0.04,-0.01,,,,0,0,0.0,0.0,MVC
Kayla Cooper,Southern Ill.,1893166,69.0,32.05,28,111.28,87.99,-0.0,0.51,-0.51,-4.8,-2.34,-2.46,37,10,1.32,0.36,MVC
Jeniah Thompson,Southern Ill.,1892577,70.0,20.7,8,106.87,72.6,-0.2,-0.18,-0.02,-0.51,-1.78,1.27,8,0,1.0,0.0,MVC
Maci Rhoades,Valparaiso,1895938,71.0,28.25,29,99.74,90.9,1.07,0.54,0.53,-1.44,-0.88,-0.56,36,9,1.24,0.31,MVC
Briley Pena,Murray St.,1897108,64.0,25.12,32,98.37,118.99,2.31,1.68,0.64,2.56,3.77,-1.2,28,0,0.88,0.0,MVC
Zoe Stewart,Missouri St.,1897110,70.0,8.83,19,87.09,63.24,0.02,-0.32,0.33,-2.64,-1.11,-1.53,13,0,0.68,0.0,MVC
Abbie Aalsma,Drake,1908444,69.0,25.4,34,103.35,119.95,2.85,2.62,0.23,6.07,5.68,0.4,18,3,0.53,0.09,MVC
Cady Pauley,Missouri St.,1909488,71.0,11.66,34,93.31,85.63,0.65,0.12,0.53,-2.91,-3.08,0.17,11,6,0.32,0.18,MVC
Chloe Williams,Indiana St.,1909530,75.0,30.08,13,99.44,88.44,0.56,0.3,0.27,-0.61,-0.68,0.06,22,19,1.69,1.46,MVC
Savannah White,Indiana St.,1909561,74.0,24.0,31,99.55,83.65,0.6,0.1,0.5,-1.18,-0.82,-0.37,32,51,1.03,1.65,MVC
Ava Hawthorne,Drake,1911985,69.0,21.46,34,101.7,108.37,1.79,1.46,0.32,-0.08,-0.12,0.04,23,1,0.68,0.03,MVC
Taedyn Gray,Drake,1911986,74.0,6.51,29,86.49,76.0,0.26,-0.13,0.39,-0.65,0.45,-1.1,11,16,0.38,0.55,MVC
Lucia Llaveria,Bradley,1913040,65.0,3.48,12,92.32,,,,0.06,,,,1,0,0.08,0.0,MVC
Ruba Abo Hashesh,Bradley,1913042,65.0,24.05,32,91.44,75.1,0.68,-0.49,1.17,-2.51,-2.33,-0.19,34,4,1.06,0.12,MVC
Fiona Connolly,Valparaiso,1925919,68.0,18.88,29,98.29,70.04,-0.23,-0.67,0.44,-3.57,-2.72,-0.85,30,4,1.03,0.14,MVC
Emily La Chapell,Belmont,1939577,71.0,30.11,39,94.01,92.23,2.57,1.1,1.47,6.62,4.4,2.22,48,13,1.23,0.33,MVC
Carlie Vick,Bradley,1941818,74.0,8.93,29,94.34,102.22,0.69,0.38,0.31,-1.12,-0.68,-0.44,2,4,0.07,0.14,MVC
Amy O'Hara,Bradley,1977069,74.0,22.28,27,85.46,84.76,1.43,0.14,1.29,1.18,0.31,0.88,20,29,0.74,1.07,MVC
Deja Jones,Indiana St.,2091406,69.0,32.4,32,105.36,78.15,-0.49,-0.54,0.05,-3.76,-1.81,-1.95,38,4,1.19,0.12,MVC
Keslyn Secrist,Indiana St.,2091410,70.0,34.51,32,106.48,104.52,2.29,2.37,-0.07,-0.9,1.23,-2.13,36,15,1.12,0.47,MVC
Saige Stahl,Indiana St.,2091414,73.0,21.25,26,102.63,116.64,1.84,1.65,0.19,-2.49,-0.3,-2.18,15,7,0.58,0.27,MVC
Claire McDougall,Bradley,2094254,71.0,26.1,29,91.97,97.73,2.14,1.03,1.11,0.57,0.82,-0.25,21,6,0.72,0.21,MVC
Halli Poock,Murray St.,2094258,66.0,30.75,31,99.99,107.01,3.86,3.27,0.59,2.92,4.66,-1.74,22,3,0.71,0.1,MVC
Sheyene Neale,Bradley,2094259,68.0,2.22,4,96.98,98.35,0.04,0.04,0.01,,,,0,0,0.0,0.0,MVC
Kaemyn Bekemeier,Missouri St.,2103501,69.0,25.16,35,90.52,106.95,4.0,2.57,1.43,1.1,0.02,1.08,25,1,0.71,0.03,MVC
Kyrah Daniels,Missouri St.,2103509,72.0,29.52,35,89.13,98.25,3.79,1.96,1.83,4.95,2.78,2.16,37,32,1.06,0.91,MVC
Blake O'Grady,Missouri St.,2103533,72.0,2.33,13,99.25,,,,0.02,,,,0,0,0.0,0.0,MVC
Semie Brar,Indiana St.,2107920,64.0,11.41,28,110.74,66.97,-0.59,-0.43,-0.17,0.4,-0.58,0.98,2,1,0.07,0.04,MVC
Claudia Clement,Evansville,2110416,75.0,17.16,30,101.09,56.4,-0.65,-0.91,0.26,-2.69,-1.43,-1.26,18,20,0.6,0.67,MVC
Bri Robinson,UNI,2114233,68.0,6.89,33,98.51,78.48,0.11,-0.07,0.18,-2.19,-3.14,0.96,14,0,0.42,0.0,MVC
Katy Reyerson,UNI,2114232,74.0,8.97,13,96.48,106.63,0.3,0.19,0.12,-0.14,0.65,-0.79,4,2,0.31,0.15,MVC
Kensley Feltner,Belmont,2118074,71.0,10.67,39,92.94,102.15,1.39,0.82,0.57,1.54,1.3,0.24,13,4,0.33,0.1,MVC
Jailyn Banks,Belmont,2118077,69.0,29.22,39,92.72,103.73,4.81,3.23,1.58,2.0,1.7,0.3,49,0,1.26,0.0,MVC
Shannon Dowell,Illinois St.,2118690,70.0,30.5,36,99.19,108.45,5.1,4.32,0.77,1.46,1.0,0.46,29,13,0.81,0.36,MVC
Savannah McGowan,Illinois St.,2118697,74.0,7.53,23,99.5,92.5,0.28,0.16,0.12,-3.89,-2.47,-1.42,3,1,0.13,0.04,MVC
Raeven Raye-Redmond,Valparaiso,2118726,66.0,23.04,9,94.7,76.19,0.1,-0.14,0.24,1.27,2.66,-1.39,21,0,2.33,0.0,MVC
Nevaeh Jackson,Valparaiso,2118727,72.0,33.68,30,98.3,90.96,1.87,1.06,0.8,0.02,-0.64,0.66,58,22,1.93,0.73,MVC
Layla Gold,Valparaiso,2118732,71.0,29.7,30,101.8,91.01,1.0,0.62,0.38,-5.64,-2.73,-2.91,33,26,1.1,0.87,MVC
Kayla Preston,Valparaiso,2118735,72.0,7.33,21,101.27,93.2,0.2,0.12,0.07,-0.82,0.03,-0.85,6,2,0.29,0.1,MVC
Tyra Robinson,Missouri St.,2124898,75.0,4.16,12,85.31,92.17,0.2,0.09,0.11,,,,3,1,0.25,0.08,MVC
Sandra Frau-Garcia,UIC,2125189,67.0,19.5,32,94.91,85.92,0.9,0.18,0.72,1.22,1.19,0.03,38,3,1.19,0.09,MVC
Keimari Rimmer,UIC,2125205,70.0,21.81,32,86.74,100.74,3.06,1.65,1.41,5.38,2.79,2.59,57,13,1.78,0.41,MVC
Makiyah Williams,UIC,2125208,72.0,19.28,27,95.9,102.09,1.87,1.33,0.55,-1.91,-0.99,-0.92,13,10,0.48,0.37,MVC
Tkiyah Nelson,Southern Ill.,2137268,70.0,27.65,29,108.12,76.26,-0.67,-0.48,-0.19,-5.63,-2.82,-2.82,44,7,1.52,0.24,MVC
Shannon Fornshell,Drake,2140208,73.0,17.36,34,99.33,99.03,1.19,0.78,0.41,1.53,2.52,-0.99,16,9,0.47,0.26,MVC
Emily Christenson,Drake,2140212,71.0,1.42,11,108.12,147.39,0.12,0.13,-0.0,,,,0,0,0.0,0.0,MVC
Brooklin Dailey,Drake,2140214,72.0,9.95,33,97.15,78.14,0.15,-0.15,0.3,-3.28,-2.71,-0.58,16,2,0.48,0.06,MVC
De'Shawnti Thomas,Illinois St.,2141866,70.0,6.71,22,99.63,71.87,-0.02,-0.12,0.1,-1.39,0.58,-1.97,3,0,0.14,0.0,MVC
Haven Ford,Murray St.,2150289,66.0,28.65,33,91.41,115.96,5.76,4.31,1.44,5.72,3.36,2.37,65,3,1.97,0.09,MVC
Tamesha Dozier,Evansville,2154879,73.0,19.27,26,103.75,69.85,-0.35,-0.46,0.11,-1.32,-2.23,0.91,7,5,0.27,0.19,MVC
Julia Palomo,Evansville,2154880,67.0,32.58,31,101.58,88.62,0.98,0.52,0.46,-2.98,-1.17,-1.8,54,3,1.74,0.1,MVC
Anica Skrivan,Evansville,2154887,,7.32,8,101.19,71.77,-0.02,-0.05,0.03,-1.44,-1.81,0.37,1,2,0.12,0.25,MVC
Nevaeh Thomas,Illinois St.,2154890,71.0,27.52,36,95.27,117.8,5.12,4.02,1.11,4.88,3.82,1.06,36,16,1.0,0.44,MVC
Maggie Hartwig,Evansville,2154891,73.0,32.19,30,97.37,86.74,1.52,0.65,0.87,-2.2,-1.47,-0.73,30,21,1.0,0.7,MVC
Destiny Thomas,Murray St.,2164739,70.0,18.15,17,91.43,114.84,1.11,0.64,0.47,1.06,0.12,0.93,21,4,1.24,0.24,MVC
Queen Ruffin,Indiana St.,2172092,66.0,15.88,32,106.59,78.45,-0.23,-0.19,-0.04,-1.54,-1.81,0.28,19,5,0.59,0.16,MVC
Sanaa Tripp,Belmont,2272718,68.0,14.47,39,91.5,85.38,1.01,0.16,0.85,-0.5,-0.46,-0.04,24,7,0.62,0.18,MVC
Hilary Fuller,Belmont,2272719,74.0,5.04,26,83.56,86.38,0.37,0.07,0.31,-1.29,-0.83,-0.46,6,13,0.23,0.5,MVC
Quinn Eubank,Belmont,2272722,72.0,5.39,26,92.35,85.01,0.23,0.03,0.2,-0.9,-0.19,-0.71,5,3,0.19,0.12,MVC
Mia Simpson,Indiana St.,2278323,68.0,26.66,23,106.64,84.87,0.11,0.16,-0.05,0.52,-0.03,0.55,23,5,1.0,0.22,MVC
Davina Smith,Indiana St.,2278324,72.0,11.81,30,108.39,77.58,-0.23,-0.14,-0.1,-2.0,-1.29,-0.7,4,4,0.13,0.13,MVC
Kaylee Corbin,UNI,2280648,73.0,6.06,26,100.41,80.75,0.07,-0.02,0.09,-1.1,-0.82,-0.29,4,2,0.15,0.08,MVC
Elise Jaeger,UNI,2280650,73.0,24.93,33,95.6,94.55,1.71,0.83,0.89,1.93,0.45,1.48,37,17,1.12,0.52,MVC
Eliana Sheplee,UNI,2280651,70.0,3.82,9,100.85,56.09,-0.09,-0.11,0.02,0.68,-0.06,0.74,1,0,0.11,0.0,MVC
Kaylynn Janes,UNI,2280652,72.0,4.98,23,104.5,57.23,-0.23,-0.25,0.02,-1.25,-1.5,0.25,1,0,0.04,0.0,MVC
Trista Fayta,Illinois St.,2281152,68.0,14.61,36,99.42,87.29,0.56,0.2,0.36,-2.04,-2.21,0.16,20,2,0.56,0.06,MVC
Grace Knutson,Drake,2283627,70.0,10.74,21,100.52,96.65,0.35,0.22,0.13,0.11,-0.28,0.39,7,0,0.33,0.0,MVC
Peyton McCabe,Drake,2283628,67.0,9.34,33,103.56,87.76,0.19,0.11,0.07,0.6,0.33,0.27,6,0,0.18,0.0,MVC
Maggie Taylor,Drake,2283638,74.0,8.65,33,93.97,84.0,0.4,0.04,0.36,-1.28,-0.79,-0.5,6,4,0.18,0.12,MVC
Doneelah Washington,Illinois St.,2281154,72.0,14.85,36,94.05,95.38,1.48,0.81,0.67,-1.7,-0.3,-1.4,18,32,0.5,0.89,MVC
Lexi Castator,Valparaiso,2299354,73.0,12.14,21,100.9,66.52,-0.14,-0.28,0.13,-0.28,0.49,-0.78,5,3,0.24,0.14,MVC
Mor Shabtai,Valparaiso,2299355,64.0,17.21,28,102.88,65.08,-0.34,-0.49,0.15,0.3,-0.99,1.29,14,1,0.5,0.04,MVC
Kylie Waytashek,Valparaiso,2299358,74.0,5.48,23,100.1,,,,0.08,0.25,-0.41,0.66,5,0,0.22,0.0,MVC
Lainie Douglas,Missouri St.,2302905,75.0,14.15,35,85.77,101.39,2.35,1.29,1.05,1.88,1.63,0.25,12,30,0.34,0.86,MVC
Lila Posthuma,Bradley,2307724,72.0,8.93,27,94.63,73.81,0.14,-0.14,0.29,-0.13,-1.06,0.92,6,0,0.22,0.0,MVC
Ellie McDermid,Bradley,2307726,73.0,25.49,32,86.92,84.29,1.79,0.17,1.63,-2.61,-3.39,0.78,23,29,0.72,0.91,MVC
Mariam Coulibaly,Bradley,2307727,72.0,2.87,8,80.95,58.22,-0.03,-0.09,0.06,,,,0,2,0.0,0.25,MVC
Tamia Perryman,Bradley,2308641,68.0,25.18,32,94.92,94.26,1.89,0.96,0.93,0.01,-1.23,1.23,23,3,0.72,0.09,MVC
Caitlin Washington,Bradley,2308705,67.0,10.66,4,92.74,91.7,0.11,0.05,0.06,-0.58,-0.47,-0.11,1,0,0.25,0.0,MVC
Avery Kelley,Evansville,2319453,66.0,19.26,28,101.14,81.79,0.24,-0.03,0.27,-3.18,1.11,-4.29,21,1,0.75,0.04,MVC
Camryn Runner,Evansville,2319454,68.0,33.7,31,101.44,97.65,2.65,2.16,0.49,-3.33,-2.86,-0.48,35,24,1.13,0.77,MVC
Kaiden Kreinhagen,Evansville,2319456,68.0,20.18,31,105.58,60.91,-0.89,-0.9,0.02,-6.23,-5.07,-1.16,16,0,0.52,0.0,MVC
Elle Snyder,Evansville,2319457,69.0,21.01,15,102.85,88.12,0.22,0.12,0.1,-3.2,-0.38,-2.82,7,0,0.47,0.0,MVC
Kylee Norkus,Evansville,2319459,70.0,29.94,4,101.51,92.78,0.18,0.12,0.06,-0.9,-0.84,-0.06,4,0,1.0,0.0,MVC
Logan Luebbers Palmer,Evansville,2319462,69.0,22.3,23,105.97,72.31,-0.58,-0.57,-0.01,-5.74,-2.95,-2.79,11,2,0.48,0.09,MVC
Chantrel Clayton,UIC,2319966,66.0,10.16,20,98.94,70.39,-0.16,-0.3,0.15,-0.66,-1.25,0.59,7,1,0.35,0.05,MVC
Ternadoo Agatha Agba,Southern Ill.,2333299,69.0,5.7,22,107.84,52.07,-0.37,-0.34,-0.03,-4.52,-2.41,-2.11,9,0,0.41,0.0,MVC
Isabella Palmqvist,Southern Ill.,2333270,73.0,30.53,29,113.92,75.33,-1.36,-0.61,-0.75,-5.74,-1.78,-3.96,23,5,0.79,0.17,MVC
Kelowna Ngoyi,Southern Ill.,2333303,70.0,11.64,27,115.92,57.13,-0.69,-0.35,-0.33,-3.01,-2.38,-0.63,5,1,0.19,0.04,MVC
Mia Gaines,Southern Ill.,2333306,76.0,10.72,26,106.21,77.53,-0.17,-0.16,-0.01,-4.87,-4.23,-0.64,3,23,0.12,0.88,MVC
Ariana Peagler,Southern Ill.,2333307,67.0,3.97,21,118.71,38.42,-0.41,-0.3,-0.11,-0.33,-0.8,0.46,1,0,0.05,0.0,MVC
Gift Uchenna,Southern Ill.,2333310,75.0,28.72,29,99.39,89.06,1.46,0.89,0.57,-2.14,-0.84,-1.3,26,59,0.9,2.03,MVC
Alice Curman,Southern Ill.,2333313,69.0,23.54,26,110.68,74.32,-0.77,-0.46,-0.31,-3.83,-2.29,-1.54,23,3,0.88,0.12,MVC
Jada Cook,Murray St.,2348309,68.0,10.41,32,97.81,71.73,-0.02,-0.3,0.28,-1.02,0.21,-1.23,11,2,0.34,0.06,MVC
Grace Billington,Murray St.,2348311,70.0,3.35,14,94.78,102.63,0.18,0.12,0.05,,,,2,0,0.14,0.0,MVC
Adriana Blazquez,Murray St.,2348317,72.0,3.05,18,101.87,76.83,0.01,-0.02,0.02,,,,0,0,0.0,0.0,MVC
Braxcynn Baker,Murray St.,2348314,71.0,12.01,32,96.79,114.86,1.43,1.06,0.37,2.79,1.38,1.41,14,6,0.44,0.19,MVC
Adalyn Koelling,Murray St.,2348319,73.0,4.2,19,94.34,68.2,0.0,-0.09,0.1,-1.09,-0.54,-0.55,3,0,0.16,0.0,MVC
Leah Yarbrough,Indiana St.,1705157,73.0,4.98,5,105.6,,,,0.0,0.87,-0.1,0.96,0,1,0.0,0.2,MVC
Mira Hanna,Evansville,1925159,72.0,2.26,2,102.09,,,,0.0,,,,0,0,0.0,0.0,MVC
Jazmine Young,Murray St.,2348316,73.0,1.87,3,105.01,,,,0.0,,,,0,0,0.0,0.0,MVC
Angel Scott,Missouri St.,1725377,70.0,0.63,2,101.09,,,,0.0,,,,0,0,0.0,0.0,MVC
Morgan Bruno,Illinois St.,2281153,71.0,2.2,12,106.41,,,,-0.0,,,,0,0,0.0,0.0,MVC
Madlena Gerke,Evansville,1736935,70.0,6.56,2,101.41,33.01,-0.05,-0.06,0.01,,,,0,0,0.0,0.0,MVC
Bella Swedlund,Valparaiso,1912942,68.0,1.11,6,109.24,,,,-0.0,,,,0,0,0.0,0.0,MVC
Liz Suder,Belmont,2118075,68.0,1.62,11,99.59,,,,0.01,,,,0,1,0.0,0.09,MVC
Isabella Mauricio,Brown,1687666,64.0,30.6,26,100.67,80.61,0.31,-0.13,0.44,-3.08,-1.0,-2.08,25,1,0.96,0.04,IVY
Elle Stauffer,Harvard,1688391,71.0,1.72,2,93.4,,,,0.0,,,,0,0,0.0,0.0,IVY
Gianna Aiello,Brown,1687674,75.0,25.39,20,89.22,100.39,1.98,1.09,0.89,1.32,1.1,0.21,17,23,0.85,1.15,IVY
Elena Rodriguez,Harvard,1688389,74.0,25.13,29,77.22,110.0,4.88,2.66,2.22,4.74,3.04,1.7,47,22,1.62,0.76,IVY
Harmoni Turner,Harvard,1688393,70.0,32.68,29,76.3,117.56,8.94,5.96,2.98,10.32,5.54,4.79,81,9,2.79,0.31,IVY
Avery Lee,Yale,1689274,68.0,25.09,26,104.82,86.11,0.28,0.21,0.07,-1.98,-1.8,-0.19,23,2,0.88,0.08,IVY
Christen McCann,Yale,1689273,69.0,4.41,2,113.19,,,,-0.01,,,,0,0,0.0,0.0,IVY
Doreen Ariik,Dartmouth,1696228,76.0,10.88,12,97.52,48.64,-0.16,-0.27,0.11,-2.67,-2.4,-0.28,3,2,0.25,0.17,IVY
Grace Thybulle,Yale,1689277,75.0,23.28,22,103.06,92.67,0.73,0.58,0.15,-3.77,-1.25,-2.52,18,10,0.82,0.45,IVY
Mackenzie Egger,Yale,1689279,71.0,34.27,26,96.09,91.36,2.07,1.15,0.92,-3.62,-2.69,-0.93,46,17,1.77,0.65,IVY
Victoria Page,Dartmouth,1696229,68.0,35.96,25,102.56,85.62,0.75,0.44,0.31,-3.66,-1.5,-2.16,23,6,0.92,0.24,IVY
Summer Parker-Hall,Cornell,1698616,71.0,24.95,24,90.5,110.64,3.21,2.24,0.97,0.5,-0.65,1.15,23,18,0.96,0.75,IVY
Jada Davis,Cornell,1698602,74.0,2.52,6,101.06,49.6,-0.06,-0.06,0.01,,,,0,1,0.0,0.17,IVY
Lexi Green,Cornell,1698609,69.0,5.61,14,99.15,,,,0.06,0.6,0.97,-0.37,0,0,0.0,0.0,IVY
Mona Zaric,Harvard,1698640,74.0,5.13,21,83.98,74.21,0.17,-0.08,0.25,-0.35,-2.01,1.66,2,4,0.1,0.19,IVY
Kitty Henderson,Columbia,1702430,70.0,33.95,31,85.03,109.17,5.79,3.47,2.32,5.54,4.78,0.76,78,8,2.52,0.26,IVY
Stina Almqvist,Penn,1722346,72.0,36.43,26,95.03,101.67,3.78,2.7,1.09,0.04,0.63,-0.59,14,17,0.54,0.65,IVY
Lizzy Groetsch,Penn,1722348,71.0,10.2,24,92.33,106.26,0.59,0.24,0.35,0.35,0.37,-0.02,14,2,0.58,0.08,IVY
Adaora Nwokeji,Princeton,1728502,68.0,7.31,3,95.0,106.52,0.09,0.06,0.03,,,,1,0,0.33,0.0,IVY
Paige Morton,Princeton,1728503,75.0,5.48,15,86.31,105.3,0.31,0.14,0.17,0.2,-0.14,0.34,2,3,0.13,0.2,IVY
Parker Hill,Princeton,1728505,76.0,21.11,29,86.71,112.12,3.23,1.99,1.24,8.31,6.38,1.94,20,29,0.69,1.0,IVY
Amelia Osgood,Princeton,1728507,69.0,10.18,14,97.58,134.06,0.48,0.36,0.12,0.14,-0.32,0.47,1,0,0.07,0.0,IVY
Katie Thiers,Princeton,1728508,74.0,7.72,25,87.91,110.2,0.91,0.54,0.36,-0.11,-0.54,0.43,7,9,0.28,0.36,IVY
Cecelia Collins,Columbia,1729523,72.0,29.72,30,87.75,120.5,5.91,4.2,1.71,5.55,3.88,1.67,40,6,1.33,0.2,IVY
Perri Page,Columbia,1908723,71.0,25.05,31,85.42,109.11,3.41,1.73,1.68,4.36,1.71,2.64,39,8,1.26,0.26,IVY
Susie Rafiu,Columbia,1908719,73.0,25.19,31,89.72,97.8,2.41,1.08,1.33,3.5,1.62,1.88,31,13,1.0,0.42,IVY
Alyssa Moreland,Brown,1911506,71.0,23.95,13,79.73,89.47,1.13,0.27,0.86,-0.51,-2.02,1.51,35,4,2.69,0.31,IVY
Mady Calhoun,Brown,1911507,70.0,9.86,20,100.71,89.51,0.2,0.09,0.11,-2.53,-1.92,-0.61,4,0,0.2,0.0,IVY
Grace Arnolie,Brown,1911510,68.0,33.08,26,97.31,96.16,2.61,1.84,0.78,0.72,0.68,0.05,40,5,1.54,0.19,IVY
Elizabeth Nelson,Brown,1911509,72.0,21.16,26,100.68,84.12,0.37,0.07,0.3,-2.02,-0.54,-1.48,13,10,0.5,0.38,IVY
Gabby Anderson,Harvard,1917777,71.0,21.7,29,76.68,95.11,2.53,0.58,1.95,6.37,2.14,4.23,50,4,1.72,0.14,IVY
Mackenzie Leahy,Brown,1911511,68.0,11.36,25,97.57,83.79,0.27,0.02,0.25,-0.19,-0.84,0.65,8,3,0.32,0.12,IVY
Saniyah Glenn,Harvard,1917786,72.0,25.7,27,81.3,95.29,2.59,0.78,1.81,4.01,2.01,2.0,29,23,1.07,0.85,IVY
Katie Krupa,Harvard,1917787,73.0,14.85,28,86.19,100.28,1.63,0.76,0.87,1.23,0.06,1.18,7,13,0.25,0.46,IVY
Simone Sawyer,Penn,1924872,71.0,25.85,24,92.54,95.19,1.56,0.69,0.87,0.33,1.18,-0.86,35,1,1.46,0.04,IVY
Saniah Caldwell,Penn,1924870,69.0,24.35,26,96.24,84.67,0.75,0.11,0.64,5.33,1.6,3.73,20,9,0.77,0.35,IVY
Helena Lasic,Penn,1924875,76.0,1.45,9,105.21,,,,0.0,,,,0,0,0.0,0.0,IVY
Georgia Heine,Penn,1924873,72.0,1.84,10,81.48,53.55,-0.0,-0.05,0.05,,,,2,0,0.2,0.0,IVY
Kiley Capstraw,Yale,1932144,70.0,29.72,27,105.07,66.79,-1.19,-1.26,0.07,-5.54,-1.29,-4.25,24,3,0.89,0.11,IVY
Lola Lesmond,Yale,1932150,72.0,7.18,13,111.32,,,,-0.05,-2.36,-1.36,-1.0,0,0,0.0,0.0,IVY
Clare Meyer,Dartmouth,1932321,75.0,22.12,25,96.86,76.01,0.09,-0.43,0.52,-3.0,-2.72,-0.27,9,23,0.36,0.92,IVY
Sarah Hathorn,Cornell,1936716,64.0,1.46,4,106.25,,,,-0.0,,,,0,0,0.0,0.0,IVY
Vivienne Knee,Cornell,1936714,69.0,8.97,25,91.83,84.05,0.35,0.02,0.33,2.82,1.45,1.37,6,5,0.24,0.2,IVY
Brooke Hollawell,Dartmouth,1932322,69.0,1.45,8,100.56,74.08,-0.0,-0.01,0.01,,,,0,0,0.0,0.0,IVY
Emily Pape,Cornell,1936721,73.0,27.39,27,90.7,84.14,1.37,0.19,1.18,-3.6,-3.27,-0.32,23,13,0.85,0.48,IVY
Tabitha Amanze,Princeton,1944017,76.0,12.39,28,77.59,91.26,1.55,0.51,1.03,0.39,-0.48,0.87,20,22,0.71,0.79,IVY
Taylor Charles,Princeton,1944021,74.0,6.78,23,86.66,114.29,0.66,0.35,0.32,0.36,-0.69,1.05,1,12,0.04,0.52,IVY
Madison St. Rose,Princeton,1944025,70.0,32.25,4,86.59,104.63,0.72,0.45,0.26,0.43,0.78,-0.34,7,0,1.75,0.0,IVY
Lucy Lynn,Yale,2093195,67.0,9.49,16,108.86,57.85,-0.24,-0.19,-0.05,-5.11,-2.15,-2.96,2,0,0.12,0.0,IVY
Mary Hollensteiner,Harvard,2110256,73.0,7.1,14,82.64,89.24,0.31,0.06,0.25,0.4,-1.46,1.87,4,1,0.29,0.07,IVY
Karlee White,Harvard,2110245,69.0,21.06,29,81.34,103.94,2.59,1.0,1.59,5.48,1.98,3.5,28,4,0.97,0.14,IVY
Mataya Gayle,Penn,2110258,67.0,33.46,26,95.49,91.05,1.97,1.01,0.95,0.36,1.21,-0.86,36,4,1.38,0.15,IVY
